"ID";"Nationaliteit";"Perioden";"TotaalAsielverzoekenEnNareizigers_1"
"3780";"NAT9488  ";"2015JJ00";"     740"
"3781";"NAT9488  ";"2016JJ00";"     690"
"3782";"NAT9488  ";"2017JJ00";"    1015"
"3783";"NAT9488  ";"2018JJ00";"     955"
"3784";"NAT9487  ";"1975JJ00";"       ."
"3785";"NAT9487  ";"1976JJ00";"       ."
"3786";"NAT9487  ";"1977JJ00";"       ."
"3787";"NAT9487  ";"1978JJ00";"       ."
"3788";"NAT9487  ";"1979JJ00";"       ."
"3789";"NAT9487  ";"1980JJ00";"       ."
"3790";"NAT9487  ";"1981JJ00";"       ."
"3791";"NAT9487  ";"1982JJ00";"       ."
"3792";"NAT9487  ";"1983JJ00";"       ."
"3793";"NAT9487  ";"1984JJ00";"       ."
"3794";"NAT9487  ";"1985JJ00";"       ."
"3795";"NAT9487  ";"1986JJ00";"       ."
"3796";"NAT9487  ";"1987JJ00";"       ."
"3797";"NAT9487  ";"1988JJ00";"       ."
"3798";"NAT9487  ";"1989JJ00";"       ."
"3799";"NAT9487  ";"1990JJ00";"       ."
"3800";"NAT9487  ";"1991JJ00";"       ."
"3801";"NAT9487  ";"1992JJ00";"       ."
"3802";"NAT9487  ";"1993JJ00";"       ."
"3803";"NAT9487  ";"1994JJ00";"       ."
"3804";"NAT9487  ";"1995JJ00";"       ."
"3805";"NAT9487  ";"1996JJ00";"       ."
"3806";"NAT9487  ";"1997JJ00";"       ."
"3807";"NAT9487  ";"1998JJ00";"       ."
"3808";"NAT9487  ";"1999JJ00";"       ."
"3809";"NAT9487  ";"2000JJ00";"       ."
"3810";"NAT9487  ";"2001JJ00";"       ."
"3811";"NAT9487  ";"2002JJ00";"       ."
"3812";"NAT9487  ";"2003JJ00";"       ."
"3813";"NAT9487  ";"2004JJ00";"       ."
"3814";"NAT9487  ";"2005JJ00";"       ."
"3815";"NAT9487  ";"2006JJ00";"       ."
"3816";"NAT9487  ";"2007JJ00";"       ."
"3817";"NAT9487  ";"2008JJ00";"       ."
"3818";"NAT9487  ";"2009JJ00";"       ."
"3819";"NAT9487  ";"2010JJ00";"       ."
"3820";"NAT9487  ";"2011JJ00";"       ."
"3821";"NAT9487  ";"2012JJ00";"       ."
"3822";"NAT9487  ";"2013JJ00";"     310"
"3823";"NAT9487  ";"2014JJ00";"    3045"
"3824";"NAT9487  ";"2015JJ00";"    4940"
"3825";"NAT9487  ";"2016JJ00";"    1480"
"3826";"NAT9487  ";"2017JJ00";"    1630"
"3827";"NAT9487  ";"2018JJ00";"     350"
